"Franklin County, Kansas",Franklin County, Kansas,"25,996","23,187",305,220,108,7,381
"Geary County, Kansas",Geary County, Kansas,"36,739","21,857","6,303",325,"1,250",458,"1,682"
"Gove County, Kansas",Gove County, Kansas,"2,718","2,516",5,3,15,1,31
"Graham County, Kansas",Graham County, Kansas,"2,415","2,212",57,14,14,3,14
"Grant County, Kansas",Grant County, Kansas,"7,352","4,223",10,164,14,5,"1,510"
"Gray County, Kansas",Gray County, Kansas,"5,653","4,879",19,15,14,0,278
"Greeley County, Kansas",Greeley County, Kansas,"1,284","1,075",2,12,5,1,84
"Greenwood County, Kansas",Greenwood County, Kansas,"6,016","5,494",28,35,36,1,52
"Hamilton County, Kansas",Hamilton County, Kansas,"2,518","1,597",13,27,5,0,538
"Harper County, Kansas",Harper County, Kansas,"5,485","4,829",17,98,15,5,204
"Harvey County, Kansas",Harvey County, Kansas,"34,024","28,658",650,267,261,11,"1,482"
"Haskell County, Kansas",Haskell County, Kansas,"3,780","2,842",13,11,2,0,557
"Hodgeman County, Kansas",Hodgeman County, Kansas,"1,723","1,584",14,12,12,1,19
"Jackson County, Kansas",Jackson County, Kansas,"13,232","10,727",103,"1,213",34,18,165
"Jefferson County, Kansas",Jefferson County, Kansas,"18,368","16,797",103,128,43,31,124
"Jewell County, Kansas",Jewell County, Kansas,"2,932","2,757",5,12,10,0,19
"Johnson County, Kansas",Johnson County, Kansas,"609,863","473,342","28,781","2,568","33,030",384,"18,692"
"Kearny County, Kansas",Kearny County, Kansas,"3,983","2,661",41,35,7,1,492
"Kingman County, Kansas",Kingman County, Kansas,"7,470","6,925",38,36,35,4,99
"Kiowa County, Kansas",Kiowa County, Kansas,"2,460","2,184",43,12,16,4,30
"Labette County, Kansas",Labette County, Kansas,"20,184","16,464",867,451,91,9,264
"Lane County, Kansas",Lane County, Kansas,"1,574","1,406",0,8,0,3,51
"Leavenworth County, Kansas",Leavenworth County, Kansas,"81,881","64,640","6,858",697,"1,103",153,"1,313"
"Lincoln County, Kansas",Lincoln County, Kansas,"2,939","2,740",8,16,10,1,46
"Linn County, Kansas",Linn County, Kansas,"9,591","8,906",67,48,20,8,44
"Logan County, Kansas",Logan County, Kansas,"2,762","2,513",5,1,10,2,87
"Lyon County, Kansas",Lyon County, Kansas,"32,179","23,801",651,266,574,16,"3,774"
"McPherson County, Kansas",McPherson County, Kansas,"30,223","26,965",478,151,225,13,673
"Marion County, Kansas",Marion County, Kansas,"11,823","10,910",122,54,39,7,178
"Marshall County, Kansas",Marshall County, Kansas,"10,038","9,480",42,23,46,2,56
"Meade County, Kansas",Meade County, Kansas,"4,055","3,262",37,12,13,0,316
"Miami County, Kansas",Miami County, Kansas,"34,191","30,907",436,166,161,16,317
"Mitchell County, Kansas",Mitchell County, Kansas,"5,796","5,490",19,12,13,0,40
"Montgomery County, Kansas",Montgomery County, Kansas,"31,486","24,297","1,566","1,023",201,24,949
"Morris County, Kansas",Morris County, Kansas,"5,386","4,985",16,15,18,1,63
"Morton County, Kansas",Morton County, Kansas,"2,701","2,076",20,16,31,9,275
"Nemaha County, Kansas",Nemaha County, Kansas,"10,273","9,700",64,39,39,7,96
"Neosho County, Kansas",Neosho County, Kansas,"15,904","14,105",148,166,84,6,254
"Ness County, Kansas",Ness County, Kansas,"2,687","2,347",2,19,2,2,173
"Norton County, Kansas",Norton County, Kansas,"5,459","4,863",210,42,35,2,48
"Osage County, Kansas",Osage County, Kansas,"15,766","14,706",33,48,52,3,99
"Osborne County, Kansas",Osborne County, Kansas,"3,500","3,304",1,19,18,0,29
"Ottawa County, Kansas",Ottawa County, Kansas,"5,735","5,338",30,22,11,0,30
"Pawnee County, Kansas",Pawnee County, Kansas,"6,253","5,361",249,38,28,3,128
"Phillips County, Kansas",Phillips County, Kansas,"4,981","4,684",19,22,15,1,27
"Pottawatomie County, Kansas",Pottawatomie County, Kansas,"25,348","22,618",286,150,200,27,294
"Pratt County, Kansas",Pratt County, Kansas,"9,157","8,104",106,67,45,7,323
"Rawlins County, Kansas",Rawlins County, Kansas,"2,561","2,283",19,3,11,0,73
"Reno County, Kansas",Reno County, Kansas,"61,898","52,761","1,863",519,352,48,"1,776"
"Republic County, Kansas",Republic County, Kansas,"4,674","4,437",15,13,11,9,11
"Rice County, Kansas",Rice County, Kansas,"9,427","7,853",145,63,30,0,438
"Riley County, Kansas",Riley County, Kansas,"71,959","54,567","5,011",440,"3,367",225,"2,322"
"Rooks County, Kansas",Rooks County, Kansas,"4,919","4,619",29,21,5,10,12
"Rush County, Kansas",Rush County, Kansas,"2,956","2,800",7,4,14,0,18
"Russell County, Kansas",Russell County, Kansas,"6,691","6,138",60,32,28,0,64
"Saline County, Kansas",Saline County, Kansas,"54,303","43,415","1,830",349,"1,139",31,"2,262"
"Scott County, Kansas",Scott County, Kansas,"5,151","4,173",14,44,16,8,325
"Sedgwick County, Kansas",Sedgwick County, Kansas,"523,824","357,757","46,531","6,581","22,511",575,"32,207"
"Seward County, Kansas",Seward County, Kansas,"21,964","9,015",672,527,535,6,"5,982"
"Shawnee County, Kansas",Shawnee County, Kansas,"178,909","132,398","14,211","2,213","2,521",180,"8,403"
"Sheridan County, Kansas",Sheridan County, Kansas,"2,447","2,257",3,11,12,2,46
"Sherman County, Kansas",Sherman County, Kansas,"5,927","5,025",103,19,17,1,328
"Smith County, Kansas",Smith County, Kansas,"3,570","3,390",17,15,9,1,36
"Stafford County, Kansas",Stafford County, Kansas,"4,072","3,500",14,36,13,1,175
"Stanton County, Kansas",Stanton County, Kansas,"2,084","1,257",14,44,2,1,439
"Stevens County, Kansas",Stevens County, Kansas,"5,250","3,484",20,62,22,0,"1,066"
"Sumner County, Kansas",Sumner County, Kansas,"22,382","19,934",205,240,73,0,358
"Thomas County, Kansas",Thomas County, Kansas,"7,930","7,100",108,48,47,0,184
"Trego County, Kansas",Trego County, Kansas,"2,808","2,644",5,5,12,0,9
"Wabaunsee County, Kansas",Wabaunsee County, Kansas,"6,877","6,303",31,40,18,4,53
"Wallace County, Kansas",Wallace County, Kansas,"1,512","1,370",3,5,0,2,46
"Washington County, Kansas",Washington County, Kansas,"5,530","5,153",13,5,4,2,111
"Wichita County, Kansas",Wichita County, Kansas,"2,152","1,547",3,23,2,2,273
"Wilson County, Kansas",Wilson County, Kansas,"8,624","7,759",22,88,35,2,88
"Woodson County, Kansas",Woodson County, Kansas,"3,115","2,890",8,30,0,0,17
"Wyandotte County, Kansas",Wyandotte County, Kansas,"169,245","73,721","34,589","1,917","7,705",387,"25,643"
"Adair County, Kentucky",Adair County, Kentucky,"18,903","17,322",529,34,64,6,271
"Allen County, Kentucky",Allen County, Kentucky,"20,588","19,135",204,50,48,7,246
"Anderson County, Kentucky",Anderson County, Kentucky,"23,852","21,797",492,60,105,7,245
"Ballard County, Kentucky",Ballard County, Kentucky,"7,728","7,103",208,13,33,0,5
"Barren County, Kentucky",Barren County, Kentucky,"44,485","39,270","1,724",147,260,54,802
"Bath County, Kentucky",Bath County, Kentucky,"12,750","12,192",128,4,21,1,59
"Bell County, Kentucky",Bell County, Kentucky,"24,097","22,388",558,37,124,4,135
"Boone County, Kentucky",Boone County, Kentucky,"135,968","114,457","5,728",443,"3,078",307,"3,275"
"Bourbon County, Kentucky",Bourbon County, Kentucky,"20,252","17,076","1,035",60,77,9,922
"Boyd County, Kentucky",Boyd County, Kentucky,"48,261","44,282","1,310",116,278,7,309
"Boyle County, Kentucky",Boyle County, Kentucky,"30,614","25,365","2,194",61,361,4,619
"Bracken County, Kentucky",Bracken County, Kentucky,"8,400","7,994",51,14,13,2,33
"Breathitt County, Kentucky",Breathitt County, Kentucky,"13,718","13,083",57,11,39,11,16
"Breckinridge County, Kentucky",Breckinridge County, Kentucky,"20,432","18,831",426,46,39,3,122
"Bullitt County, Kentucky",Bullitt County, Kentucky,"82,217","75,417","1,045",212,451,25,738
"Butler County, Kentucky",Butler County, Kentucky,"12,371","11,464",15,32,23,3,407
"Caldwell County, Kentucky",Caldwell County, Kentucky,"12,649","11,244",674,25,56,2,70
"Calloway County, Kentucky",Calloway County, Kentucky,"37,103","32,626","1,313",64,435,11,547
"Campbell County, Kentucky",Campbell County, Kentucky,"93,076","83,361","2,832",203,"1,034",30,"1,123"
"Carlisle County, Kentucky",Carlisle County, Kentucky,"4,826","4,531",63,29,10,0,9
"Carroll County, Kentucky",Carroll County, Kentucky,"10,810","9,567",184,40,44,4,314
"Carter County, Kentucky",Carter County, Kentucky,"26,627","25,560",212,58,63,1,84
"Casey County, Kentucky",Casey County, Kentucky,"15,941","14,974",83,53,55,1,332
"Christian County, Kentucky",Christian County, Kentucky,"72,748","48,279","15,527",389,973,246,"2,219"
"Clark County, Kentucky",Clark County, Kentucky,"36,972","32,555","1,648",98,212,17,709
"Clay County, Kentucky",Clay County, Kentucky,"20,345","18,891",839,32,23,11,65
"Clinton County, Kentucky",Clinton County, Kentucky,"9,253","8,745",40,22,10,3,139
"Crittenden County, Kentucky",Crittenden County, Kentucky,"8,990","8,559",82,15,6,5,39
"Cumberland County, Kentucky",Cumberland County, Kentucky,"5,888","5,462",150,6,4,6,38
"Daviess County, Kentucky",Daviess County, Kentucky,"103,312","88,425","4,872",262,"2,427",59,"1,908"
"Edmonson County, Kentucky",Edmonson County, Kentucky,"12,126","11,546",98,32,32,7,49
"Elliott County, Kentucky",Elliott County, Kentucky,"7,354","6,903",246,19,18,0,51
"Estill County, Kentucky",Estill County, Kentucky,"14,163","13,666",30,30,7,0,30
"Fayette County, Kentucky",Fayette County, Kentucky,"322,570","220,236","48,076","1,105","13,427",144,"16,732"
"Fleming County, Kentucky",Fleming County, Kentucky,"15,082","14,381",148,35,17,3,128
"Floyd County, Kentucky",Floyd County, Kentucky,"35,942","34,828",122,33,97,1,74
"Franklin County, Kentucky",Franklin County, Kentucky,"51,541","41,736","4,481",162,"1,032",17,"1,011"
"Fulton County, Kentucky",Fulton County, Kentucky,"6,515","4,599","1,444",26,21,11,67
"Gallatin County, Kentucky",Gallatin County, Kentucky,"8,690","7,862",74,23,13,7,259
"Garrard County, Kentucky",Garrard County, Kentucky,"16,953","15,581",302,37,51,9,175
"Grant County, Kentucky",Grant County, Kentucky,"24,941","23,002",195,51,67,33,328
"Graves County, Kentucky",Graves County, Kentucky,"36,649","31,149","1,564",128,181,4,"1,421"
"Grayson County, Kentucky",Grayson County, Kentucky,"26,420","24,904",310,77,96,2,154
"Green County, Kentucky",Green County, Kentucky,"11,107","10,447",160,20,31,2,95
"Greenup County, Kentucky",Greenup County, Kentucky,"35,962","34,096",220,74,230,5,145
"Hancock County, Kentucky",Hancock County, Kentucky,"9,095","8,624",79,4,38,0,64
"Hardin County, Kentucky",Hardin County, Kentucky,"110,702","82,959","12,825",490,"2,277",421,"2,330"
"Harlan County, Kentucky",Harlan County, Kentucky,"26,831","25,107",541,56,85,0,115
"Harrison County, Kentucky",Harrison County, Kentucky,"18,692","17,357",307,34,46,1,169
"Hart County, Kentucky",Hart County, Kentucky,"19,288","17,577",705,39,47,6,135
"Henderson County, Kentucky",Henderson County, Kentucky,"44,793","37,648","3,652",101,241,44,774
"Henry County, Kentucky",Henry County, Kentucky,"15,678","14,215",372,60,36,0,260
"Hickman County, Kentucky",Hickman County, Kentucky,"4,521","3,902",386,14,11,1,17
"Hopkins County, Kentucky",Hopkins County, Kentucky,"45,423","39,331","2,947",98,232,29,540
"Jackson County, Kentucky",Jackson County, Kentucky,"12,955","12,559",12,41,19,4,29
"Jefferson County, Kentucky",Jefferson County, Kentucky,"782,969","499,868","168,910","2,502","27,115",612,"26,788"
"Jessamine County, Kentucky",Jessamine County, Kentucky,"52,991","45,878","2,290",135,658,28,987
"Johnson County, Kentucky",Johnson County, Kentucky,"22,680","21,933",45,39,101,4,55
"Kenton County, Kentucky",Kenton County, Kentucky,"169,064","143,992","8,195",445,"2,032",244,"3,658"
"Knott County, Kentucky",Knott County, Kentucky,"14,251","13,861",67,9,18,1,21
"Knox County, Kentucky",Knox County, Kentucky,"30,193","28,616",296,87,85,1,109
"Larue County, Kentucky",Larue County, Kentucky,"14,867","13,490",377,56,29,18,204
"Laurel County, Kentucky",Laurel County, Kentucky,"62,613","58,888",447,169,429,4,410
"Lawrence County, Kentucky",Lawrence County, Kentucky,"16,293","15,787",36,2,23,4,46
"Lee County, Kentucky",Lee County, Kentucky,"7,395","6,909",280,2,0,0,35
"Leslie County, Kentucky",Leslie County, Kentucky,"10,513","10,197",45,22,16,0,11
"Letcher County, Kentucky",Letcher County, Kentucky,"21,548","20,841",92,34,57,0,38
"Lewis County, Kentucky",Lewis County, Kentucky,"13,080","12,633",36,18,9,4,25
"Lincoln County, Kentucky",Lincoln County, Kentucky,"24,275","22,671",470,40,60,2,183
"Livingston County, Kentucky",Livingston County, Kentucky,"8,888","8,287",25,25,15,6,81
"Logan County, Kentucky",Logan County, Kentucky,"27,432","23,902","1,682",59,95,2,486
"Lyon County, Kentucky",Lyon County, Kentucky,"8,680","7,772",510,27,34,1,84
"McCracken County, Kentucky",McCracken County, Kentucky,"67,875","54,304","7,598",214,663,18,975
"McCreary County, Kentucky",McCreary County, Kentucky,"16,888","15,315",916,64,32,3,69
"McLean County, Kentucky",McLean County, Kentucky,"9,152","8,737",49,10,13,2,78
"Madison County, Kentucky",Madison County, Kentucky,"92,701","80,557","3,963",271,"1,006",60,"1,218"
"Magoffin County, Kentucky",Magoffin County, Kentucky,"11,637","11,360",14,14,5,6,32
"Marion County, Kentucky",Marion County, Kentucky,"19,581","16,948","1,214",23,134,47,339
"Marshall County, Kentucky",Marshall County, Kentucky,"31,659","29,908",101,69,136,9,155
"Martin County, Kentucky",Martin County, Kentucky,"11,287","10,259",796,42,17,1,5
"Mason County, Kentucky",Mason County, Kentucky,"17,120","14,867","1,024",40,111,0,168
"Meade County, Kentucky",Meade County, Kentucky,"30,003","26,321",987,139,218,74,341
"Menifee County, Kentucky",Menifee County, Kentucky,"6,113","5,891",30,12,2,2,14
"Mercer County, Kentucky",Mercer County, Kentucky,"22,641","20,268",768,62,74,14,362
"Metcalfe County, Kentucky",Metcalfe County, Kentucky,"10,286","9,701",117,5,7,0,136
"Monroe County, Kentucky",Monroe County, Kentucky,"11,338","10,489",218,39,11,0,270
"Montgomery County, Kentucky",Montgomery County, Kentucky,"28,114","25,566",621,57,146,1,468
"Morgan County, Kentucky",Morgan County, Kentucky,"13,726","12,570",496,20,17,4,66
"Muhlenberg County, Kentucky",Muhlenberg County, Kentucky,"30,928","28,366","1,215",65,59,3,222
"Nelson County, Kentucky",Nelson County, Kentucky,"46,738","41,500","2,200",95,268,8,462
"Nicholas County, Kentucky",Nicholas County, Kentucky,"7,537","7,178",41,15,7,3,66
"Ohio County, Kentucky",Ohio County, Kentucky,"23,772","22,070",166,57,45,3,644
"Oldham County, Kentucky",Oldham County, Kentucky,"67,607","58,537","2,244",200,"1,177",17,"1,162"
"Owen County, Kentucky",Owen County, Kentucky,"11,278","10,550",83,26,18,4,132
"Owsley County, Kentucky",Owsley County, Kentucky,"4,051","3,905",14,6,3,5,5
"Pendleton County, Kentucky",Pendleton County, Kentucky,"14,644","13,904",56,21,30,4,105
"Perry County, Kentucky",Perry County, Kentucky,"28,473","26,820",375,57,255,1,102
"Pike County, Kentucky",Pike County, Kentucky,"58,669","55,974",496,81,373,14,253
"Powell County, Kentucky",Powell County, Kentucky,"13,129","12,559",66,28,30,0,93
"Pulaski County, Kentucky",Pulaski County, Kentucky,"65,034","60,111",695,210,440,13,806
"Robertson County, Kentucky",Robertson County, Kentucky,"2,193","2,112",6,3,7,0,3
"Rockcastle County, Kentucky",Rockcastle County, Kentucky,"16,037","15,378",60,35,30,0,83
"Rowan County, Kentucky",Rowan County, Kentucky,"24,662","22,914",383,47,170,5,340
"Russell County, Kentucky",Russell County, Kentucky,"17,991","16,733",113,78,104,3,359
"Scott County, Kentucky",Scott County, Kentucky,"57,155","48,523","2,951",185,594,25,"1,218"
"Shelby County, Kentucky",Shelby County, Kentucky,"48,065","38,653","2,755",257,369,33,"2,432"
"Simpson County, Kentucky",Simpson County, Kentucky,"19,594","16,374","1,640",80,94,8,303
"Spencer County, Kentucky",Spencer County, Kentucky,"19,490","17,910",299,38,90,12,146
"Taylor County, Kentucky",Taylor County, Kentucky,"26,023","22,938","1,255",32,246,10,379
"Todd County, Kentucky",Todd County, Kentucky,"12,243","10,354",887,43,22,6,352
"Trigg County, Kentucky",Trigg County, Kentucky,"14,061","12,309",952,35,27,6,113
"Trimble County, Kentucky",Trimble County, Kentucky,"8,474","7,992",30,38,27,4,50
"Union County, Kentucky",Union County, Kentucky,"13,668","11,873","1,041",27,32,1,102
"Warren County, Kentucky",Warren County, Kentucky,"134,554","99,453","12,933",481,"7,326",682,"5,156"
"Washington County, Kentucky",Washington County, Kentucky,"12,027","10,538",659,30,38,5,278
"Wayne County, Kentucky",Wayne County, Kentucky,"19,555","18,139",240,49,62,6,453
"Webster County, Kentucky",Webster County, Kentucky,"13,017","11,440",485,95,26,1,409
"Whitley County, Kentucky",Whitley County, Kentucky,"36,712","34,307",568,92,207,10,266
"Wolfe County, Kentucky",Wolfe County, Kentucky,"6,562","6,383",27,10,5,8,21
"Woodford County, Kentucky",Woodford County, Kentucky,"26,871","22,701","1,248",108,159,12,"1,033"
"Acadia Parish, Louisiana",Acadia Parish, Louisiana,"57,576","44,480","9,989",152,163,2,817
"Allen Parish, Louisiana",Allen Parish, Louisiana,"22,750","16,327","4,102",539,183,7,521
"Ascension Parish, Louisiana",Ascension Parish, Louisiana,"126,500","81,141","30,521",513,"1,709",33,"4,801"
"Assumption Parish, Louisiana",Assumption Parish, Louisiana,"21,039","13,722","6,013",102,62,0,285
"Avoyelles Parish, Louisiana",Avoyelles Parish, Louisiana,"39,693","25,625","10,706",364,359,9,823
"Beauregard Parish, Louisiana",Beauregard Parish, Louisiana,"36,549","29,529","4,111",304,223,32,367
"Bienville Parish, Louisiana",Bienville Parish, Louisiana,"12,981","6,950","5,307",62,21,5,61
"Bossier Parish, Louisiana",Bossier Parish, Louisiana,"128,746","81,052","30,099",797,"2,396",119,"4,948"
"Caddo Parish, Louisiana",Caddo Parish, Louisiana,"237,848","103,457","115,298","1,093","3,206",126,"3,808"
"Calcasieu Parish, Louisiana",Calcasieu Parish, Louisiana,"216,785","139,772","55,263","1,100","3,827",138,"4,818"
"Caldwell Parish, Louisiana",Caldwell Parish, Louisiana,"9,645","7,646","1,534",19,42,3,57
"Cameron Parish, Louisiana",Cameron Parish, Louisiana,"5,617","5,232",72,28,13,1,70
"Catahoula Parish, Louisiana",Catahoula Parish, Louisiana,"8,906","5,776","2,297",46,28,6,509
"Claiborne Parish, Louisiana",Claiborne Parish, Louisiana,"14,170","7,263","6,184",43,42,0,209
"Concordia Parish, Louisiana",Concordia Parish, Louisiana,"18,687","10,275","7,518",50,117,0,180
"De Soto Parish, Louisiana",De Soto Parish, Louisiana,"26,812","15,284","9,621",269,99,0,402
"East Baton Rouge Parish, Louisiana",East Baton Rouge Parish, Louisiana,"456,781","196,069","206,681","1,285","14,499",121,"15,503"
"East Carroll Parish, Louisiana",East Carroll Parish, Louisiana,"7,459","2,054","5,188",3,19,0,35
"East Feliciana Parish, Louisiana",East Feliciana Parish, Louisiana,"19,539","11,516","7,139",61,48,11,164
"Evangeline Parish, Louisiana",Evangeline Parish, Louisiana,"32,350","21,354","8,664",57,183,2,921
"Franklin Parish, Louisiana",Franklin Parish, Louisiana,"19,774","12,492","6,554",31,41,0,77
"Grant Parish, Louisiana",Grant Parish, Louisiana,"22,169","17,709","3,108",206,67,6,104
"Iberia Parish, Louisiana",Iberia Parish, Louisiana,"69,929","39,206","23,162",307,"1,943",3,"1,586"
"Iberville Parish, Louisiana",Iberville Parish, Louisiana,"30,241","14,833","13,377",67,123,13,752
"Jackson Parish, Louisiana",Jackson Parish, Louisiana,"15,031","9,967","3,956",37,149,5,304
"Jefferson Parish, Louisiana",Jefferson Parish, Louisiana,"440,781","220,935","117,892","2,524","19,780",152,"36,689"
"Jefferson Davis Parish, Louisiana",Jefferson Davis Parish, Louisiana,"32,250","25,066","5,148",168,100,14,325
"Lafayette Parish, Louisiana",Lafayette Parish, Louisiana,"241,753","153,363","61,086",961,"5,268",76,"6,717"
"Lafourche Parish, Louisiana",Lafourche Parish, Louisiana,"97,557","71,710","14,640","2,554",773,31,"2,542"
"LaSalle Parish, Louisiana",LaSalle Parish, Louisiana,"14,791","11,348","1,299",135,252,10,"1,254"
"Lincoln Parish, Louisiana",Lincoln Parish, Louisiana,"48,396","26,034","18,729",188,685,5,836
"Livingston Parish, Louisiana",Livingston Parish, Louisiana,"142,282","116,855","11,268",463,"1,123",38,"3,531"
"Madison Parish, Louisiana",Madison Parish, Louisiana,"10,017","3,475","6,224",29,6,5,45
"Morehouse Parish, Louisiana",Morehouse Parish, Louisiana,"25,629","12,281","12,048",85,96,3,184
"Natchitoches Parish, Louisiana",Natchitoches Parish, Louisiana,"37,515","19,361","14,948",326,173,20,805
"Orleans Parish, Louisiana",Orleans Parish, Louisiana,"383,997","126,462","208,273","1,337","10,703",147,"12,409"
"Ouachita Parish, Louisiana",Ouachita Parish, Louisiana,"160,368","88,545","59,083",510,"2,291",42,"3,118"
"Plaquemines Parish, Louisiana",Plaquemines Parish, Louisiana,"23,515","14,287","4,920",285,"1,053",40,949
"Pointe Coupee Parish, Louisiana",Pointe Coupee Parish, Louisiana,"20,758","12,395","7,245",50,65,2,271
"Rapides Parish, Louisiana",Rapides Parish, Louisiana,"130,023","77,510","40,484","1,026","1,828",35,"2,284"
"Red River Parish, Louisiana",Red River Parish, Louisiana,"7,620","4,195","2,965",47,1,0,67
"Richland Parish, Louisiana",Richland Parish, Louisiana,"20,043","11,785","7,336",55,50,0,171
"Sabine Parish, Louisiana",Sabine Parish, Louisiana,"22,155","15,036","3,529","1,926",63,12,226
"St. Bernard Parish, Louisiana",St. Bernard Parish, Louisiana,"43,764","24,497","11,507",323,997,18,"2,101"
"St. Charles Parish, Louisiana",St. Charles Parish, Louisiana,"52,549","33,550","13,133",259,576,20,"1,315"
"St. Helena Parish, Louisiana",St. Helena Parish, Louisiana,"10,920","4,527","5,861",45,20,7,107
"St. James Parish, Louisiana",St. James Parish, Louisiana,"20,192","9,973","9,523",34,31,5,147
"St. John the Baptist Parish, Louisiana",St. John the Baptist Parish, Louisiana,"42,477","13,877","24,305",167,317,12,"1,505"
"St. Landry Parish, Louisiana",St. Landry Parish, Louisiana,"82,540","43,611","34,360",202,380,13,"1,206"
"St. Martin Parish, Louisiana",St. Martin Parish, Louisiana,"51,767","33,259","15,099",202,441,3,730
"St. Mary Parish, Louisiana",St. Mary Parish, Louisiana,"49,406","26,949","15,058","1,006",647,13,"2,465"
"St. Tammany Parish, Louisiana",St. Tammany Parish, Louisiana,"264,570","196,641","34,356","1,184","3,898",105,"6,012"
"Tangipahoa Parish, Louisiana",Tangipahoa Parish, Louisiana,"133,157","81,336","40,039",533,"1,003",24,"2,986"
"Tensas Parish, Louisiana",Tensas Parish, Louisiana,"4,147","1,744","2,250",0,6,1,19
"Terrebonne Parish, Louisiana",Terrebonne Parish, Louisiana,"109,580","69,934","21,253","6,070","1,322",40,"3,834"
"Union Parish, Louisiana",Union Parish, Louisiana,"21,107","14,460","4,995",77,38,10,728
"Vermilion Parish, Louisiana",Vermilion Parish, Louisiana,"57,359","44,477","7,931",195,"1,263",13,969
"Vernon Parish, Louisiana",Vernon Parish, Louisiana,"48,750","35,087","6,491",566,888,301,"1,334"
"Washington Parish, Louisiana",Washington Parish, Louisiana,"45,463","29,943","12,858",143,164,0,556
"Webster Parish, Louisiana",Webster Parish, Louisiana,"36,967","22,735","12,185",149,138,12,328
"West Baton Rouge Parish, Louisiana",West Baton Rouge Parish, Louisiana,"27,199","14,307","10,754",85,220,10,586
"West Carroll Parish, Louisiana",West Carroll Parish, Louisiana,"9,751","7,894","1,341",37,14,5,130
"West Feliciana Parish, Louisiana",West Feliciana Parish, Louisiana,"15,310","10,883","3,618",99,30,5,224
"Winn Parish, Louisiana",Winn Parish, Louisiana,"13,755","8,594","3,525",77,173,20,872
"Androscoggin County, Maine",Androscoggin County, Maine,"111,139","96,625","6,531",420,906,58,830
"Aroostook County, Maine",Aroostook County, Maine,"67,105","62,521",447,"1,221",396,21,294
"Cumberland County, Maine",Cumberland County, Maine,"303,069","264,408","12,120",831,"7,204",98,"2,962"
"Franklin County, Maine",Franklin County, Maine,"29,456","27,356",174,73,386,24,182
"Hancock County, Maine",Hancock County, Maine,"55,478","51,444",355,262,566,10,393
"Kennebec County, Maine",Kennebec County, Maine,"123,642","113,639",919,511,"1,227",29,850
"Knox County, Maine",Knox County, Maine,"40,607","37,713",272,154,250,18,276
"Lincoln County, Maine",Lincoln County, Maine,"35,237","33,215",165,105,234,9,141
"Oxford County, Maine",Oxford County, Maine,"57,777","53,795",229,197,275,18,312
"Penobscot County, Maine",Penobscot County, Maine,"152,199","139,311","1,507","1,431","1,865",46,901
"Piscataquis County, Maine",Piscataquis County, Maine,"16,800","15,572",61,113,120,7,119
"Sagadahoc County, Maine",Sagadahoc County, Maine,"36,699","34,046",314,113,258,4,189
"Somerset County, Maine",Somerset County, Maine,"50,477","47,184",250,237,263,18,258
"Waldo County, Maine",Waldo County, Maine,"39,607","37,097",148,153,207,12,227
"Washington County, Maine",Washington County, Maine,"31,095","27,789",162,"1,407",121,10,294
"York County, Maine",York County, Maine,"211,972","195,326","2,098",657,"2,520",61,"1,502"
"Allegany County, Maryland",Allegany County, Maryland,"68,106","58,377","5,341",137,742,22,468
"Anne Arundel County, Maryland",Anne Arundel County, Maryland,"588,261","377,634","104,473","2,354","25,504",449,"28,369"
"Baltimore County, Maryland",Baltimore County, Maryland,"854,535","452,124","255,793","3,527","54,968",304,"34,198"
"Calvert County, Maryland",Calvert County, Maryland,"92,783","69,935","12,100",305,"1,581",79,"1,298"
"Caroline County, Maryland",Caroline County, Maryland,"33,293","24,479","4,434",146,350,19,"1,696"
"Carroll County, Maryland",Carroll County, Maryland,"172,891","148,621","6,482",396,"3,775",43,"2,974"
"Cecil County, Maryland",Cecil County, Maryland,"103,725","84,806","7,803",294,"1,247",23,"2,083"
"Charles County, Maryland",Charles County, Maryland,"166,617","58,587","82,035","1,236","5,706",168,"5,544"
"Dorchester County, Maryland",Dorchester County, Maryland,"32,531","20,128","9,140",132,355,9,958
"Frederick County, Maryland",Frederick County, Maryland,"271,717","189,470","27,802","1,165","13,570",189,"14,435"
"Garrett County, Maryland",Garrett County, Maryland,"28,806","27,521",246,33,85,7,131
"Harford County, Maryland",Harford County, Maryland,"260,924","190,128","37,706",712,"8,173",198,"5,508"
"Howard County, Maryland",Howard County, Maryland,"332,317","159,329","65,275","1,190","66,288",134,"12,981"
"Kent County, Maryland",Kent County, Maryland,"19,198","14,574","2,808",41,251,0,441
"Montgomery County, Maryland",Montgomery County, Maryland,"1,062,061","457,783","197,077","7,036","163,507",610,"116,786"
"Prince George's County, Maryland",Prince George's County, Maryland,"967,201","124,863","578,703","8,935","41,875",546,"139,685"
"Queen Anne's County, Maryland",Queen Anne's County, Maryland,"49,874","42,290","2,811",156,589,19,"1,269"
"St. Mary's County, Maryland",St. Mary's County, Maryland,"113,777","81,952","16,294",438,"3,362",90,"2,279"
"Somerset County, Maryland",Somerset County, Maryland,"24,620","13,076","9,505",115,254,1,675
"Talbot County, Maryland",Talbot County, Maryland,"37,526","28,436","4,249",146,538,12,"1,906"
"Washington County, Maryland",Washington County, Maryland,"154,705","117,465","17,691",465,"3,109",89,"4,605"
"Wicomico County, Maryland",Wicomico County, Maryland,"103,588","61,425","27,990",438,"3,152",42,"3,766"
